date,countryCode,country,provinceCode,province,cityCode,city,confirmed,suspected,cured,dead
2020-04-30,CN,中国,450000,广西壮族自治区,451400,崇左市,0,0,0,0
2020-04-30,CN,中国,460000,海南省,,,168,0,162,6
2020-04-30,CN,中国,460000,海南省,4600y0,境外输入,0,0,0,0
2020-04-30,CN,中国,460000,海南省,460100,海口市,39,0,39,0
2020-04-30,CN,中国,460000,海南省,460200,三亚市,54,0,53,1
2020-04-30,CN,中国,460000,海南省,460300,三沙市,0,0,0,0
2020-04-30,CN,中国,460000,海南省,460400,儋州市,15,0,14,1
2020-04-30,CN,中国,460000,海南省,469001,五指山市,0,0,0,0
2020-04-30,CN,中国,460000,海南省,469002,琼海市,6,0,5,1
2020-04-30,CN,中国,460000,海南省,469005,文昌市,3,0,3,0
2020-04-30,CN,中国,460000,海南省,469006,万宁市,13,0,13,0
2020-04-30,CN,中国,460000,海南省,469007,东方市,3,0,2,1
2020-04-30,CN,中国,460000,海南省,469021,定安县,3,0,2,1
2020-04-30,CN,中国,460000,海南省,469022,屯昌县,0,0,0,0
2020-04-30,CN,中国,460000,海南省,469023,澄迈县,9,0,8,1
2020-04-30,CN,中国,460000,海南省,469024,临高县,6,0,6,0
2020-04-30,CN,中国,460000,海南省,469025,白沙黎族自治县,0,0,0,0
2020-04-30,CN,中国,460000,海南省,469026,昌江黎族自治县,7,0,7,0
2020-04-30,CN,中国,460000,海南省,469027,乐东黎族自治县,2,0,2,0
2020-04-30,CN,中国,460000,海南省,469028,陵水黎族自治县,4,0,4,0
2020-04-30,CN,中国,460000,海南省,469029,保亭黎族苗族自治县,3,0,3,0
2020-04-30,CN,中国,460000,海南省,469030,琼中黎族苗族自治县,1,0,1,0
2020-04-30,CN,中国,500000,重庆市,,,579,0,573,6
2020-04-30,CN,中国,500000,重庆市,400039,高新区,4,0,4,0
2020-04-30,CN,中国,500000,重庆市,401147,两江新区,17,0,17,0
2020-04-30,CN,中国,500000,重庆市,5000y0,境外输入,3,0,3,0
2020-04-30,CN,中国,500000,重庆市,500101,万州区,118,0,114,4
2020-04-30,CN,中国,500000,重庆市,500102,涪陵区,5,0,5,0
2020-04-30,CN,中国,500000,重庆市,500103,渝中区,20,0,20,0
2020-04-30,CN,中国,500000,重庆市,500104,大渡口区,7,0,7,0
2020-04-30,CN,中国,500000,重庆市,500105,江北区,28,0,28,0
2020-04-30,CN,中国,500000,重庆市,500106,沙坪坝区,9,0,9,0
2020-04-30,CN,中国,500000,重庆市,500107,九龙坡区,21,0,20,1
2020-04-30,CN,中国,500000,重庆市,500108,南岸区,15,0,15,0
2020-04-30,CN,中国,500000,重庆市,500109,北碚区,0,0,0,0
2020-04-30,CN,中国,500000,重庆市,500110,綦江区,23,0,23,0
2020-04-30,CN,中国,500000,重庆市,500111,大足区,14,0,14,0
2020-04-30,CN,中国,500000,重庆市,500112,渝北区,17,0,17,0
2020-04-30,CN,中国,500000,重庆市,500113,巴南区,6,0,6,0
2020-04-30,CN,中国,500000,重庆市,500114,黔江区,2,0,2,0
2020-04-30,CN,中国,500000,重庆市,500115,长寿区,22,0,22,0
2020-04-30,CN,中国,500000,重庆市,500116,江津区,4,0,4,0
2020-04-30,CN,中国,500000,重庆市,500117,合川区,23,0,23,0
2020-04-30,CN,中国,500000,重庆市,500118,永川区,5,0,5,0
2020-04-30,CN,中国,500000,重庆市,500119,南川区,0,0,0,0
2020-04-30,CN,中国,500000,重庆市,500120,璧山区,9,0,9,0
2020-04-30,CN,中国,500000,重庆市,500151,铜梁区,10,0,10,0
2020-04-30,CN,中国,500000,重庆市,500152,潼南区,18,0,18,0
2020-04-30,CN,中国,500000,重庆市,500153,荣昌区,9,0,9,0
2020-04-30,CN,中国,500000,重庆市,500154,开州区,21,0,20,1
2020-04-30,CN,中国,500000,重庆市,500155,梁平区,4,0,4,0
2020-04-30,CN,中国,500000,重庆市,500156,武隆区,1,0,1,0
2020-04-30,CN,中国,500000,重庆市,500229,城口县,2,0,2,0
2020-04-30,CN,中国,500000,重庆市,500230,丰都县,10,0,10,0
2020-04-30,CN,中国,500000,重庆市,500231,垫江县,20,0,20,0
2020-04-30,CN,中国,500000,重庆市,500233,忠县,21,0,21,0
2020-04-30,CN,中国,500000,重庆市,500235,云阳县,25,0,25,0
2020-04-30,CN,中国,500000,重庆市,500236,奉节县,22,0,22,0
2020-04-30,CN,中国,500000,重庆市,500237,巫山县,10,0,10,0
2020-04-30,CN,中国,500000,重庆市,500238,巫溪县,14,0,14,0
2020-04-30,CN,中国,500000,重庆市,500240,石柱土家族自治县,15,0,15,0
2020-04-30,CN,中国,500000,重庆市,500241,秀山土家族苗族自治县,1,0,1,0
2020-04-30,CN,中国,500000,重庆市,500242,酉阳土家族苗族自治县,1,0,1,0
2020-04-30,CN,中国,500000,重庆市,500243,彭水苗族土家族自治县,2,0,2,0
2020-04-30,CN,中国,500000,重庆市,5002f0,万盛经开区,1,0,1,0
2020-04-30,CN,中国,510000,四川省,,,561,0,558,3
2020-04-30,CN,中国,510000,四川省,5100y0,境外输入,0,0,0,0
2020-04-30,CN,中国,510000,四川省,510100,成都市,166,0,163,3
2020-04-30,CN,中国,510000,四川省,510300,自贡市,9,0,9,0
2020-04-30,CN,中国,510000,四川省,510400,攀枝花市,16,0,16,0
2020-04-30,CN,中国,510000,四川省,510500,泸州市,24,0,24,0
2020-04-30,CN,中国,510000,四川省,510600,德阳市,18,0,18,0
2020-04-30,CN,中国,510000,四川省,510700,绵阳市,22,0,22,0
2020-04-30,CN,中国,510000,四川省,510800,广元市,6,0,6,0
2020-04-30,CN,中国,510000,四川省,510900,遂宁市,17,0,17,0
2020-04-30,CN,中国,510000,四川省,511000,内江市,22,0,22,0
2020-04-30,CN,中国,510000,四川省,511100,乐山市,3,0,3,0
2020-04-30,CN,中国,510000,四川省,511300,南充市,39,0,39,0
2020-04-30,CN,中国,510000,四川省,511400,眉山市,8,0,8,0
2020-04-30,CN,中国,510000,四川省,511500,宜宾市,12,0,12,0
2020-04-30,CN,中国,510000,四川省,511600,广安市,30,0,30,0
2020-04-30,CN,中国,510000,四川省,511700,达州市,42,0,42,0
2020-04-30,CN,中国,510000,四川省,511800,雅安市,7,0,7,0
2020-04-30,CN,中国,510000,四川省,511900,巴中市,24,0,24,0
2020-04-30,CN,中国,510000,四川省,512000,资阳市,4,0,4,0
2020-04-30,CN,中国,510000,四川省,513200,阿坝藏族羌族自治州,1,0,1,0
2020-04-30,CN,中国,510000,四川省,513300,甘孜藏族自治州,78,0,78,0
2020-04-30,CN,中国,510000,四川省,513400,凉山彝族自治州,13,0,13,0
2020-04-30,CN,中国,520000,贵州省,,,147,0,145,2
2020-04-30,CN,中国,520000,贵州省,5200y0,境外输入,1,0,1,0
2020-04-30,CN,中国,520000,贵州省,520100,贵阳市,36,0,35,1
2020-04-30,CN,中国,520000,贵州省,520200,六盘水市,10,0,9,1
2020-04-30,CN,中国,520000,贵州省,520300,遵义市,32,0,32,0
2020-04-30,CN,中国,520000,贵州省,520400,安顺市,4,0,4,0
2020-04-30,CN,中国,520000,贵州省,520500,毕节市,23,0,23,0
2020-04-30,CN,中国,520000,贵州省,520600,铜仁市,10,0,10,0
2020-04-30,CN,中国,520000,贵州省,522300,黔西南布依族苗族自治州,4,0,4,0
2020-04-30,CN,中国,520000,贵州省,522600,黔东南苗族侗族自治州,10,0,10,0
2020-04-30,CN,中国,520000,贵州省,522700,黔南布依族苗族自治州,17,0,17,0
2020-04-30,CN,中国,530000,云南省,,,185,0,181,2
2020-04-30,CN,中国,530000,云南省,5300y0,境外输入,11,0,9,0
2020-04-30,CN,中国,530000,云南省,530100,昆明市,53,0,53,0
2020-04-30,CN,中国,530000,云南省,530300,曲靖市,13,0,13,0
2020-04-30,CN,中国,530000,云南省,530400,玉溪市,14,0,13,1
2020-04-30,CN,中国,530000,云南省,530500,保山市,9,0,9,0
2020-04-30,CN,中国,530000,云南省,530600,昭通市,25,0,25,0
2020-04-30,CN,中国,530000,云南省,530700,丽江市,7,0,7,0
2020-04-30,CN,中国,530000,云南省,530800,普洱市,4,0,4,0
2020-04-30,CN,中国,530000,云南省,530900,临沧市,1,0,1,0
2020-04-30,CN,中国,530000,云南省,532300,楚雄彝族自治州,4,0,4,0
2020-04-30,CN,中国,530000,云南省,532500,红河哈尼族彝族自治州,9,0,9,0
2020-04-30,CN,中国,530000,云南省,532600,文山壮族苗族自治州,2,0,2,0
2020-04-30,CN,中国,530000,云南省,532800,西双版纳傣族自治州,15,0,14,1
2020-04-30,CN,中国,530000,云南省,532900,大理白族自治州,13,0,13,0
2020-04-30,CN,中国,530000,云南省,533100,德宏傣族景颇族自治州,5,0,5,0
2020-04-30,CN,中国,530000,云南省,533300,怒江傈僳族自治州,0,0,0,0
2020-04-30,CN,中国,530000,云南省,533400,迪庆藏族自治州,0,0,0,0
2020-04-30,CN,中国,540000,西藏自治区,,,1,0,1,0
2020-04-30,CN,中国,540000,西藏自治区,5400y0,境外输入,0,0,0,0
2020-04-30,CN,中国,540000,西藏自治区,540100,拉萨市,1,0,1,0
2020-04-30,CN,中国,540000,西藏自治区,540200,日喀则市,0,0,0,0
2020-04-30,CN,中国,540000,西藏自治区,540300,昌都市,0,0,0,0
2020-04-30,CN,中国,540000,西藏自治区,540400,林芝市,0,0,0,0
2020-04-30,CN,中国,540000,西藏自治区,540500,山南市,0,0,0,0
2020-04-30,CN,中国,540000,西藏自治区,542400,那曲,0,0,0,0
2020-04-30,CN,中国,540000,西藏自治区,542500,阿里地区,0,0,0,0
2020-04-30,CN,中国,610000,陕西省,,,306,0,253,3
2020-04-30,CN,中国,610000,陕西省,6100y0,境外输入,61,0,11,0
2020-04-30,CN,中国,610000,陕西省,610100,西安市,120,0,117,3
2020-04-30,CN,中国,610000,陕西省,610200,铜川市,8,0,8,0
2020-04-30,CN,中国,610000,陕西省,610300,宝鸡市,13,0,13,0
2020-04-30,CN,中国,610000,陕西省,610400,咸阳市,17,0,17,0
2020-04-30,CN,中国,610000,陕西省,610500,渭南市,15,0,15,0
2020-04-30,CN,中国,610000,陕西省,610600,延安市,8,0,8,0
2020-04-30,CN,中国,610000,陕西省,610700,汉中市,26,0,26,0
2020-04-30,CN,中国,610000,陕西省,610800,榆林市,3,0,3,0
2020-04-30,CN,中国,610000,陕西省,610900,安康市,26,0,26,0
2020-04-30,CN,中国,610000,陕西省,610d12,杨凌示范区,1,0,1,0
2020-04-30,CN,中国,610000,陕西省,611000,商洛市,7,0,7,0
2020-04-30,CN,中国,610000,陕西省,715400,韩城,1,0,1,0
2020-04-30,CN,中国,620000,甘肃省,,,139,0,137,2
2020-04-30,CN,中国,620000,甘肃省,6200y0,境外输入,47,0,47,0
2020-04-30,CN,中国,620000,甘肃省,620100,兰州市,37,0,35,2
2020-04-30,CN,中国,620000,甘肃省,620200,嘉峪关市,0,0,0,0
2020-04-30,CN,中国,620000,甘肃省,620300,金昌市,1,0,1,0
2020-04-30,CN,中国,620000,甘肃省,620400,白银市,4,0,4,0
2020-04-30,CN,中国,620000,甘肃省,620500,天水市,12,0,12,0
2020-04-30,CN,中国,620000,甘肃省,620600,武威市,0,0,0,0
2020-04-30,CN,中国,620000,甘肃省,620700,张掖市,2,0,2,0
2020-04-30,CN,中国,620000,甘肃省,620800,平凉市,9,0,9,0
2020-04-30,CN,中国,620000,甘肃省,620900,酒泉市,0,0,0,0
2020-04-30,CN,中国,620000,甘肃省,621000,庆阳市,3,0,3,0
2020-04-30,CN,中国,620000,甘肃省,621100,定西市,9,0,9,0
2020-04-30,CN,中国,620000,甘肃省,621200,陇南市,4,0,4,0
2020-04-30,CN,中国,620000,甘肃省,622900,临夏回族自治州,3,0,3,0
2020-04-30,CN,中国,620000,甘肃省,623000,甘南藏族自治州,8,0,8,0
2020-04-30,CN,中国,630000,青海省,,,18,0,18,0
2020-04-30,CN,中国,630000,青海省,6300y0,境外输入,0,0,0,0
2020-04-30,CN,中国,630000,青海省,630100,西宁市,15,0,15,0
2020-04-30,CN,中国,630000,青海省,630200,海东市,0,0,0,0
2020-04-30,CN,中国,630000,青海省,632200,海北藏族自治州,3,0,3,0
2020-04-30,CN,中国,630000,青海省,632300,黄南藏族自治州,0,0,0,0
2020-04-30,CN,中国,630000,青海省,632500,海南藏族自治州,0,0,0,0
2020-04-30,CN,中国,630000,青海省,632600,果洛藏族自治州,0,0,0,0
2020-04-30,CN,中国,630000,青海省,632700,玉树藏族自治州,0,0,0,0
2020-04-30,CN,中国,630000,青海省,632800,海西蒙古族藏族自治州,0,0,0,0
2020-04-30,CN,中国,640000,宁夏回族自治区,,,75,0,75,0
2020-04-30,CN,中国,640000,宁夏回族自治区,6400xz,宁东管委会,1,0,1,0
2020-04-30,CN,中国,640000,宁夏回族自治区,6400y0,境外输入,0,0,0,0
2020-04-30,CN,中国,640000,宁夏回族自治区,640100,银川市,36,0,36,0
2020-04-30,CN,中国,640000,宁夏回族自治区,640200,石嘴山市,1,0,1,0
2020-04-30,CN,中国,640000,宁夏回族自治区,640300,吴忠市,28,0,28,0
2020-04-30,CN,中国,640000,宁夏回族自治区,640400,固原市,5,0,5,0
2020-04-30,CN,中国,640000,宁夏回族自治区,640500,中卫市,4,0,4,0
2020-04-30,CN,中国,650000,新疆维吾尔自治区,,,76,0,73,3
2020-04-30,CN,中国,650000,新疆维吾尔自治区,6500x1,第九师,4,0,3,1
2020-04-30,CN,中国,650000,新疆维吾尔自治区,6500x2,第七师,1,0,1,0
2020-04-30,CN,中国,650000,新疆维吾尔自治区,6500y0,境外输入,0,0,0,0
2020-04-30,CN,中国,650000,新疆维吾尔自治区,650100,乌鲁木齐市,23,0,23,0
2020-04-30,CN,中国,650000,新疆维吾尔自治区,650200,克拉玛依市,0,0,0,0
2020-04-30,CN,中国,650000,新疆维吾尔自治区,650400,吐鲁番市,3,0,3,0
2020-04-30,CN,中国,650000,新疆维吾尔自治区,650500,哈密市,0,0,0,0
2020-04-30,CN,中国,650000,新疆维吾尔自治区,650d84,第十二师,3,0,3,0
2020-04-30,CN,中国,650000,新疆维吾尔自治区,650ee6,第四师,10,0,9,1
2020-04-30,CN,中国,650000,新疆维吾尔自治区,652300,昌吉回族自治州,4,0,4,0
2020-04-30,CN,中国,650000,新疆维吾尔自治区,652700,博尔塔拉蒙古自治州,0,0,0,0
2020-04-30,CN,中国,650000,新疆维吾尔自治区,652800,巴音郭楞蒙古自治州,3,0,3,0
2020-04-30,CN,中国,650000,新疆维吾尔自治区,652900,阿克苏地区,1,0,1,0
2020-04-30,CN,中国,650000,新疆维吾尔自治区,653000,克孜勒苏柯尔克孜自治州,0,0,0,0
2020-04-30,CN,中国,650000,新疆维吾尔自治区,653100,喀什地区,0,0,0,0
2020-04-30,CN,中国,650000,新疆维吾尔自治区,653200,和田地区,0,0,0,0
2020-04-30,CN,中国,650000,新疆维吾尔自治区,654000,伊犁哈萨克自治州,18,0,18,0
2020-04-30,CN,中国,650000,新疆维吾尔自治区,654200,塔城地区,0,0,0,0
2020-04-30,CN,中国,650000,新疆维吾尔自治区,654300,阿勒泰地区,0,0,0,0
2020-04-30,CN,中国,650000,新疆维吾尔自治区,659001,石河子市,4,0,3,1
2020-04-30,CN,中国,650000,新疆维吾尔自治区,659002,阿拉尔市,0,0,0,0
2020-04-30,CN,中国,650000,新疆维吾尔自治区,659003,图木舒克市,0,0,0,0
2020-04-30,CN,中国,650000,新疆维吾尔自治区,659004,五家渠市,2,0,2,0
2020-04-30,CN,中国,650000,新疆维吾尔自治区,659005,北屯市,0,0,0,0
2020-04-30,CN,中国,650000,新疆维吾尔自治区,659006,铁门关市,0,0,0,0
2020-04-30,CN,中国,650000,新疆维吾尔自治区,659007,双河市,0,0,0,0
2020-04-30,CN,中国,650000,新疆维吾尔自治区,659008,可克达拉市,0,0,0,0
2020-04-30,CN,中国,650000,新疆维吾尔自治区,659009,昆玉市,0,0,0,0
2020-04-30,CN,中国,710000,台湾省,,,429,0,322,6
2020-04-30,CN,中国,710000,台湾省,710000,台湾省,429,0,322,6
2020-04-30,CN,中国,810000,香港特别行政区,,,1037,0,846,4
2020-04-30,CN,中国,810000,香港特别行政区,810000,香港特别行政区,1037,0,846,4
2020-04-30,CN,中国,820000,澳门特别行政区,,,45,0,35,0
2020-04-30,CN,中国,820000,澳门特别行政区,820000,澳门特别行政区,45,0,35,0
2020-04-30,CO,哥伦比亚,,,,,6211,0,1411,278
2020-04-30,CR,哥斯达黎加,,,,,713,0,323,6
2020-04-30,CU,古巴,,,,,1467,0,617,58
2020-04-30,CV,佛得角,,,,,114,0,2,1
2020-04-30,CY,塞浦路斯,,,,,843,0,148,15
2020-04-30,CZ,捷克,,,,,7581,0,3120,227
2020-04-30,DE,德国,,,,,162387,0,129662,6575
2020-04-30,DJ,吉布提,,,,,1077,0,599,2
2020-04-30,DK,丹麦,,,,,9356,0,6558,443
2020-04-30,DM,多米尼克,,,,,16,0,13,0
2020-04-30,DO,多米尼加,,,,,6652,0,1228,293
2020-04-30,DZ,阿尔及利亚,,,,,3848,0,1702,444
2020-04-30,EC,厄瓜多尔,,,,,24675,0,1557,883
2020-04-30,EE,爱沙尼亚,,,,,1689,0,249,52
2020-04-30,EG,埃及,,,,,5268,0,1335,380
2020-04-30,ER,厄立特里亚,,,,,39,0,19,0
2020-04-30,ES,西班牙,,,,,239369,0,137984,24543
2020-04-30,ET,埃塞俄比亚,,,,,131,0,59,3
2020-04-30,FI,芬兰,,,,,4995,0,2800,211
2020-04-30,FJ,斐济,,,,,18,0,12,0
2020-04-30,FO,法罗群岛,,,,,187,0,181,0
2020-04-30,FR,法国,,,,,169053,0,49117,24121
2020-04-30,GA,加蓬,,,,,276,0,67,3
2020-04-30,GB,英国,,,,,165221,0,1918,26097
2020-04-30,GD,格林纳达,,,,,20,0,13,0
2020-04-30,GE,格鲁吉亚,,,,,539,0,178,6
2020-04-30,GF,法属圭亚那,,,,,126,0,94,1
2020-04-30,GH,加纳,,,,,2074,0,212,17
2020-04-30,GI,直布罗陀,,,,,141,0,131,1
2020-04-30,GL,格陵兰,,,,,11,0,11,0
2020-04-30,GM,冈比亚,,,,,11,0,8,1
2020-04-30,GN,几内亚,,,,,1351,0,313,7
2020-04-30,GP,瓜德罗普,,,,,151,0,95,12
2020-04-30,GQ,赤道几内亚,,,,,315,0,9,1
2020-04-30,GR,希腊,,,,,2576,0,577,139
2020-04-30,GT,危地马拉,,,,,585,0,65,16
2020-04-30,GU,关岛,,,,,141,0,97,5
2020-04-30,GW,几内亚比绍,,,,,205,0,19,1
2020-04-30,GY,圭亚那,,,,,74,0,15,8
2020-04-30,HN,洪都拉斯,,,,,771,0,79,71
2020-04-30,HR,克罗地亚,,,,,2076,0,1348,69
2020-04-30,HT,海地,,,,,76,0,8,7
2020-04-30,HU,匈牙利,,,,,2775,0,581,312
2020-04-30,ID,印度尼西亚,,,,,10118,0,1522,792
2020-04-30,IE,爱尔兰,,,,,20253,0,13386,1190
2020-04-30,IL,以色列,,,,,15870,0,8412,219
2020-04-30,IN,印度,,,,,33610,0,8437,1079
2020-04-30,IQ,伊拉克,,,,,2003,0,1346,92
2020-04-30,IR,伊朗,,,,,94640,0,75103,6028
2020-04-30,IS,冰岛,,,,,1797,0,1656,10
2020-04-30,IT,意大利,,,,,203591,0,71252,27682
2020-04-30,JM,牙买加,,,,,396,0,29,7
2020-04-30,JO,约旦,,,,,451,0,356,8
2020-04-30,JP,日本,,,,,14300,0,3466,454
2020-04-30,KE,肯尼亚,,,,,396,0,144,17
2020-04-30,KG,吉尔吉斯斯坦,,,,,746,0,462,8
2020-04-30,KH,柬埔寨,,,,,122,0,119,0
2020-04-30,KM,科摩罗,,,,,1,0,0,0
2020-04-30,KN,圣基茨和尼维斯,,,,,15,0,4,0
2020-04-30,KR,韩国,,,,,10765,0,9059,247
2020-04-30,KW,科威特,,,,,4024,0,1539,26
2020-04-30,KY,开曼群岛,,,,,73,0,10,1
2020-04-30,KZ,哈萨克斯坦,,,,,3356,0,819,25
2020-04-30,LA,老挝,,,,,19,0,7,0
2020-04-30,LB,黎巴嫩,,,,,725,0,150,24
2020-04-30,LC,圣卢西亚,,,,,17,0,15,0
2020-04-30,LI,列支敦士登,,,,,82,0,55,1
2020-04-30,LK,斯里兰卡,,,,,653,0,139,7
2020-04-30,LR,利比里亚,,,,,141,0,45,16
2020-04-30,LT,立陶宛,,,,,1385,0,589,45
2020-04-30,LU,卢森堡,,,,,3769,0,3134,89
2020-04-30,LV,拉脱维亚,,,,,858,0,348,15
2020-04-30,LY,利比亚,,,,,61,0,18,2
2020-04-30,MA,摩洛哥,,,,,4359,0,969,168
2020-04-30,MC,摩纳哥,,,,,95,0,58,4
2020-04-30,MD,摩尔多瓦,,,,,3897,0,1182,116
2020-04-30,ME,黑山,,,,,322,0,207,7
2020-04-30,MG,马达加斯加,,,,,128,0,90,0
2020-04-30,MK,北马其顿,,,,,1465,0,738,77
2020-04-30,ML,马里,,,,,482,0,129,25
2020-04-30,MM,缅甸,,,,,150,0,27,6
2020-04-30,MQ,马提尼克,,,,,178,0,83,14
2020-04-30,MS,蒙特塞拉特,,,,,11,0,2,1
2020-04-30,MT,马耳他,,,,,465,0,351,4
2020-04-30,MU,毛里求斯,,,,,334,0,306,10
2020-04-30,MV,马尔代夫,,,,,396,0,17,1
2020-04-30,MW,马拉维,,,,,36,0,7,3
2020-04-30,MX,墨西哥,,,,,17799,0,11423,1732
2020-04-30,MY,马来西亚,,,,,6002,0,4171,102
2020-04-30,MZ,莫桑比克,,,,,76,0,12,0
2020-04-30,NC,新喀里多尼亚,,,,,18,0,17,0
2020-04-30,NE,尼日尔,,,,,713,0,435,32
2020-04-30,NG,尼日利亚,,,,,1728,0,307,51
2020-04-30,NI,尼加拉瓜,,,,,13,0,7,3
2020-04-30,NL,荷兰,,,,,39316,0,322,4795
2020-04-30,NO,挪威,,,,,7710,0,32,207
2020-04-30,NP,尼泊尔,,,,,57,0,16,0
2020-04-30,NZ,新西兰,,,,,1476,0,1241,19
2020-04-30,OM,阿曼,,,,,2348,0,495,11
2020-04-30,PA,巴拿马,,,,,6378,0,527,178
2020-04-30,PE,秘鲁,,,,,33931,0,10037,943
2020-04-30,PF,法属波利尼西亚,,,,,58,0,50,0
2020-04-30,PG,巴布亚新几内亚,,,,,8,0,0,0
2020-04-30,PH,菲律宾,,,,,8488,0,1043,568
2020-04-30,PK,巴基斯坦,,,,,16117,0,4052,358
2020-04-30,PL,波兰,,,,,12781,0,3025,628
2020-04-30,PM,圣皮埃尔和密克隆,,,,,1,0,0,0
2020-04-30,PR,波多黎各,,,,,1416,0,0,77
2020-04-30,PS,巴勒斯坦,,,,,344,0,83,2
2020-04-30,PT,葡萄牙,,,,,25045,0,1519,989
2020-04-30,PY,巴拉圭,,,,,249,0,111,9
2020-04-30,QA,卡塔尔,,,,,13409,0,1372,10
2020-04-30,RE,留尼汪,,,,,420,0,300,0
2020-04-30,RO,罗马尼亚,,,,,12240,0,4017,695
2020-04-30,RS,塞尔维亚,,,,,9009,0,1343,179
2020-04-30,RU,俄罗斯,,,,,106498,0,11619,1073
2020-04-30,RW,卢旺达,,,,,225,0,98,0
2020-04-30,SA,沙特阿拉伯,,,,,22753,0,3163,162
2020-04-30,SC,塞舌尔,,,,,11,0,6,0
2020-04-30,SD,苏丹,,,,,375,0,32,28
2020-04-30,SE,瑞典,,,,,21092,0,1005,2586
2020-04-30,SG,新加坡,,,,,16169,0,1188,14
2020-04-30,SI,斯洛文尼亚,,,,,1429,0,233,91
2020-04-30,SK,斯洛伐克,,,,,1396,0,524,23
2020-04-30,SL,塞拉利昂,,,,,124,0,21,7
2020-04-30,SM,圣马力诺,,,,,569,0,78,41
2020-04-30,SN,塞内加尔,,,,,933,0,334,9
2020-04-30,SO,索马里,,,,,582,0,20,28
2020-04-30,SR,苏里南,,,,,10,0,8,1
2020-04-30,SS,南苏丹,,,,,35,0,0,0
2020-04-30,ST,圣多美和普林西比,,,,,14,0,4,0
2020-04-30,SV,萨尔瓦多,,,,,395,0,118,9
2020-04-30,SY,叙利亚,,,,,43,0,21,3
2020-04-30,SZ,斯威士兰,,,,,100,0,10,1
2020-04-30,TC,特克斯和凯科斯群岛,,,,,12,0,5,1
2020-04-30,TD,乍得,,,,,52,0,19,2
2020-04-30,TG,多哥,,,,,116,0,65,9
2020-04-30,TH,泰国,,,,,2954,0,2687,54
2020-04-30,TL,东帝汶,,,,,24,0,6,0
2020-04-30,TN,突尼斯,,,,,980,0,294,40
2020-04-30,TR,土耳其,,,,,117589,0,44040,3081
2020-04-30,TT,特立尼达和多巴哥,,,,,116,0,71,8
2020-04-30,TZ,坦桑尼亚,,,,,480,0,167,16
2020-04-30,UA,乌克兰,,,,,10406,0,1238,261
2020-04-30,UG,乌干达,,,,,81,0,52,0
2020-04-30,US,美国,,,,,1065739,0,147473,61715
2020-04-30,UY,乌拉圭,,,,,630,0,412,15
2020-04-30,UZ,乌兹别克斯坦,,,,,2017,0,1096,9
2020-04-30,VA,梵蒂冈,,,,,10,0,2,0
2020-04-30,VC,圣文森特和格林纳丁斯,,,,,16,0,8,0
2020-04-30,VE,委内瑞拉,,,,,331,0,142,10
2020-04-30,VG,英属维尔京群岛,,,,,6,0,3,1
2020-04-30,VI,美属维尔京群岛,,,,,55,0,46,3
2020-04-30,VN,越南,,,,,270,0,225,0
2020-04-30,YE,也门,,,,,6,0,1,2
2020-04-30,YT,马约特,,,,,539,0,235,4
2020-04-30,ZA,南非,,,,,5350,0,2073,103
2020-04-30,ZM,赞比亚,,,,,97,0,54,3
2020-04-30,ZW,津巴布韦,,,,,40,0,5,4
2020-04-30,,纳米比亚,,,,,16,0,8,0
