date,country,countryCode,province,provinceCode,city,cityCode,confirmed,suspected,cured,dead
2020-07-28,钻石公主号邮轮,,,,,,712,0,653,13
2020-07-28,圣马丁,,,,,,114,0,63,15
2020-07-28,荷属安的列斯,,,,,,29,0,24,1
2020-07-28,安道尔,AD,,,,,907,0,803,52
2020-07-28,阿联酋,AE,,,,,59546,0,52905,347
2020-07-28,阿富汗,AF,,,,,36368,0,25358,1270
2020-07-28,安提瓜和巴布达,AG,,,,,86,0,65,3
2020-07-28,安圭拉,AI,,,,,3,0,3,0
2020-07-28,阿尔巴尼亚,AL,,,,,4880,0,2745,144
2020-07-28,亚美尼亚,AM,,,,,37629,0,27357,719
2020-07-28,安哥拉,AO,,,,,950,0,242,41
2020-07-28,阿根廷,AR,,,,,167416,0,75083,3082
2020-07-28,奥地利,AT,,,,,20677,0,18379,713
2020-07-28,澳大利亚,AU,,,,,15302,0,9311,167
2020-07-28,阿鲁巴,AW,,,,,119,0,102,3
2020-07-28,阿塞拜疆,AZ,,,,,30858,0,23873,430
2020-07-28,波黑,BA,,,,,10766,0,5220,297
2020-07-28,巴巴多斯,BB,,,,,110,0,94,7
2020-07-28,孟加拉国,BD,,,,,229185,0,127414,3000
2020-07-28,比利时,BE,,,,,66428,0,17452,9822
2020-07-28,布基纳法索,BF,,,,,1100,0,926,53
2020-07-28,保加利亚,BG,,,,,10621,0,5585,347
2020-07-28,巴林,BH,,,,,39482,0,36110,141
2020-07-28,布隆迪,BI,,,,,378,0,301,1
2020-07-28,贝宁,BJ,,,,,1770,0,1036,35
2020-07-28,圣巴泰勒米,BL,,,,,7,0,6,0
2020-07-28,百慕大,BM,,,,,154,0,141,9
2020-07-28,文莱,BN,,,,,141,0,138,3
2020-07-28,玻利维亚,BO,,,,,71181,0,21478,2647
2020-07-28,巴西,BR,,,,,2446397,0,1667667,87737
2020-07-28,巴哈马,BS,,,,,382,0,91,11
2020-07-28,不丹,BT,,,,,99,0,86,0
2020-07-28,博茨瓦纳,BW,,,,,739,0,63,2
2020-07-28,白俄罗斯,BY,,,,,67366,0,60669,543
2020-07-28,伯利兹,BZ,,,,,48,0,26,2
2020-07-28,加拿大,CA,,,,,114597,0,99860,8901
2020-07-28,刚果（金）,CD,,,,,8873,0,5930,208
2020-07-28,中非,CF,,,,,4599,0,1546,59
2020-07-28,刚果（布）,CG,,,,,3200,0,829,54
2020-07-28,瑞士,CH,,,,,34609,0,30900,1978
2020-07-28,科特迪瓦,CI,,,,,15655,0,10361,96
2020-07-28,智利,CL,,,,,347923,0,319954,9187
2020-07-28,喀麦隆,CM,,,,,17110,0,14539,391
2020-07-28,中国,CN,,,,,87356,1,80954,4664
2020-07-28,中国,CN,北京市,110000,,,931,0,895,9
2020-07-28,中国,CN,北京市,110000,未公布来源,1100xx,2,0,695,9
2020-07-28,中国,CN,北京市,110000,外地来京,1100xy,26,0,2,0
2020-07-28,中国,CN,北京市,110000,境外输入,1100y0,175,0,174,0
2020-07-28,中国,CN,北京市,110000,东城区,110101,19,0,0,0
2020-07-28,中国,CN,北京市,110000,西城区,110102,59,0,2,0
2020-07-28,中国,CN,北京市,110000,朝阳区,110105,77,0,1,0
2020-07-28,中国,CN,北京市,110000,丰台区,110106,273,0,3,0
2020-07-28,中国,CN,北京市,110000,石景山区,110107,15,0,1,0
2020-07-28,中国,CN,北京市,110000,海淀区,110108,82,0,0,0
2020-07-28,中国,CN,北京市,110000,门头沟区,110109,5,0,0,0
2020-07-28,中国,CN,北京市,110000,房山区,110111,19,0,0,0
2020-07-28,中国,CN,北京市,110000,通州区,110112,20,0,0,0
2020-07-28,中国,CN,北京市,110000,顺义区,110113,10,0,0,0
2020-07-28,中国,CN,北京市,110000,昌平区,110114,30,0,1,0
2020-07-28,中国,CN,北京市,110000,大兴区,110115,104,0,16,0
2020-07-28,中国,CN,北京市,110000,怀柔区,110116,7,0,0,0
2020-07-28,中国,CN,北京市,110000,平谷区,110117,0,0,0,0
2020-07-28,中国,CN,北京市,110000,密云区,110118,7,0,0,0
2020-07-28,中国,CN,北京市,110000,延庆区,110119,1,0,0,0
2020-07-28,中国,CN,天津市,120000,,,204,0,195,3
2020-07-28,中国,CN,天津市,120000,外地来津,1200xy,6,0,6,0
