date,country,countryCode,province,provinceCode,city,cityCode,confirmed,suspected,cured,dead
2020-01-24,中国,CN,,,,,1287,1965,38,41
2020-01-24,中国,CN,河北省,130000,,,,,,1
2020-01-24,中国,CN,黑龙江省,230000,,,,,,1
2020-01-24,中国,CN,湖北省,420000,,,,,,39
2020-01-24,中国,CN,台湾省,710000,,,3,,,
2020-01-24,中国,CN,香港特别行政区,810000,,,5,,,
2020-01-24,中国,CN,澳门特别行政区,820000,,,2,,,
2020-01-24,法国,FR,,,,,2,,,
2020-01-24,日本,JP,,,,,2,,1,
2020-01-24,韩国,KR,,,,,2,,,
2020-01-24,尼泊尔,NP,,,,,1,,,
2020-01-24,新加坡,SG,,,,,3,,,
2020-01-24,泰国,TH,,,,,4,,2,
2020-01-24,美国,US,,,,,2,,,
2020-01-24,越南,VN,,,,,2,,,
