date,country,countryCode,province,provinceCode,city,cityCode,confirmed,suspected,cured,dead
2020-02-05,中国,CN,黑龙江省,230000,,,227,222,7,3
2020-02-05,中国,CN,黑龙江省,230000,哈尔滨市,230100,82,,6,
2020-02-05,中国,CN,黑龙江省,230000,齐齐哈尔市,230200,26,,,
2020-02-05,中国,CN,黑龙江省,230000,鸡西市,230300,21,,,
2020-02-05,中国,CN,黑龙江省,230000,鹤岗市,230400,2,,,
2020-02-05,中国,CN,黑龙江省,230000,双鸭山市,230500,20,,1,
2020-02-05,中国,CN,黑龙江省,230000,大庆市,230600,13,,,1
2020-02-05,中国,CN,黑龙江省,230000,佳木斯市,230800,12,,,
2020-02-05,中国,CN,黑龙江省,230000,七台河市,230900,9,,,
2020-02-05,中国,CN,黑龙江省,230000,牡丹江市,231000,10,,,
2020-02-05,中国,CN,黑龙江省,230000,黑河市,231100,1,,,
2020-02-05,中国,CN,黑龙江省,230000,绥化市,231200,29,,,2
2020-02-05,中国,CN,黑龙江省,230000,大兴安岭地区,232700,2,,,
