date,country,countryCode,province,provinceCode,city,cityCode,confirmed,suspected,cured,dead
2020-01-20,中国,CN,,,,,291,54,25,6
2020-01-20,中国,CN,北京市,110000,,,5,,,
2020-01-20,中国,CN,吉林省,220000,,,,1,,
2020-01-20,中国,CN,上海市,310000,,,2,7,,
2020-01-20,中国,CN,浙江省,330000,,,,16,,
2020-01-20,中国,CN,安徽省,340000,,,,1,,
2020-01-20,中国,CN,江西省,360000,,,,2,,
2020-01-20,中国,CN,山东省,370000,,,,1,,
2020-01-20,中国,CN,湖北省,420000,,,270,11,,
2020-01-20,中国,CN,广东省,440000,,,14,7,,
2020-01-20,中国,CN,广西壮族自治区,450000,,,,1,,
2020-01-20,中国,CN,海南省,460000,,,,1,,
2020-01-20,中国,CN,四川省,510000,,,,3,,
2020-01-20,中国,CN,贵州省,520000,,,,1,,
2020-01-20,中国,CN,云南省,530000,,,,1,,
2020-01-20,中国,CN,宁夏回族自治区,640000,,,,1,,
2020-01-20,日本,JP,,,,,1,,,
2020-01-20,韩国,KR,,,,,1,,,
2020-01-20,泰国,TH,,,,,2,,,
